Citation,Host_Species,Host_Family,Host_Order,HS,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Virus_Genotype,Virus_Dose,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,2,4.819
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,3,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,4,6.411
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,5,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,6,3.9215
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,7,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,8,
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,14,1,2.160714
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,2,5.492308
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,3,6.453846
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,4,5.338462
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,5,4.761538
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,6,2.892308
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,12,7,0.85
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,,8,
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,58,1,3.780172
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,58,2,6.566379
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,56,3,7.088393
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,55,4,5.498182
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,49,5,3.515306
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,48,6,1.927083
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,43,7,1.302326
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,,8,
