Citation,Host_Species,Host_Family,Host_Order,HS,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Virus_Genotype,Virus_Dose,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Survival
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,2,0.928571428571429
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,3,0.928571428571429
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,4,0.928571428571429
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,5,0.928571428571429
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,13,6,0.928571428571429
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,12,7,0.857142857142857
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,,8,
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,58,1,1
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,58,2,1
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,56,3,0.96551724137931
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,55,4,0.948275862068966
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,49,5,0.844827586206897
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,48,6,0.827586206896552
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,43,7,0.741379310344828
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,2007-2012,"Texas, Juarez",C,1500,Colorado,58,,8,
